"X","id_tanggal_transaksi_awal","tanggal_transaksi_awal","tipe_kartu","id_merchant","nama_merchant","tipe_mesin","tipe_transaksi","nama_transaksi","nilai_transaksi","id_negara","nama_negara","nama_kota","lokasi_mesin","pemilik_mesin","waktu_transaksi","kuartal_transaksi","kepemilikan_kartu","nama_channel","id_channel","flag_transaksi_finansial","status_transaksi","bank_pemilik_kartu","rata_rata_nilai_transaksi","maksimum_nilai_transaksi","minimum_nilai_transaksi","rata_rata_jumlah_transaksi","flag_transaksi_fraud"
8961,2457652,2457689,0,-2,1798,1555190,148,5,25000,96,5,265,1789,613,170457,3,2,1,9,FALSE,3,999,738402.7778,8000000,25000,2.9,0
11510,2457556,2457578,132,-2,1798,1590938,385,11,500000,96,5,70,1862,613,93306,2,2,1,9,FALSE,3,999,1988971.884,25000000,100000,2.31,0
12783,2457362,2457403,0,-2,1798,1497649,26,10,1000000,96,5,128,1597,613,112253,2,2,1,9,FALSE,3,999,743467.1379,10291000,28000,1.92,0
5297,2457303,2457374,0,-2,1798,2618890,26,10,250000,96,5,265,4123,613,214127,4,2,1,9,FALSE,3,999,438428.6585,2500000,25500,1.27,0
4436,2457395,2457415,93,-2,1798,1852384,385,11,500000,96,5,293,2353,613,114629,2,2,1,9,FALSE,3,999,895194.1765,3600000,55740,1.77,0
4809,2457306,2457324,0,-2,1798,2334932,26,10,50000,96,5,206,3427,613,105654,2,2,1,9,FALSE,3,999,544984.2915,2500000,25000,1.24,0
10622,2457501,2457543,111,-2,1798,2274941,238,9,900000,96,5,241,5593,613,134752,3,2,1,9,FALSE,3,999,1061588.698,2500000,21900,2.55,0
3900,2457575,2457606,111,21091,513,2264393,58,6,75000,96,5,70,5982,922,94957,2,2,2,4,FALSE,3,999,803681.7945,3000000,17000,1.67,0
12206,2457612,2457676,93,-2,1798,1187961,385,11,700000,96,5,208,525,613,180745,4,2,1,9,FALSE,3,999,3152380.952,22500000,55000,2,0
8684,2457413,2457499,93,586303,1264,2647699,58,6,115335,96,5,70,6549,1878,160317,3,2,2,4,FALSE,3,999,2510056.563,49238000,32600,2.02,0
4045,2457536,2457573,104,-2,1798,517,26,10,800000,96,5,128,2581,613,173323,3,2,1,9,FALSE,3,999,335274.7785,1000000,33000,2.43,0
5041,2457600,2457638,93,-2,1798,2345424,26,10,1250000,96,5,265,3568,613,125050,3,2,1,9,FALSE,3,999,1923545.376,13000000,77200,5.31,0
11811,2457444,2457495,103,-2,1798,1613153,385,11,1250000,96,5,128,1852,613,152356,3,2,1,9,FALSE,3,999,1493607.302,3647000,100000,1.5,0
674,2457402,2457490,111,-2,1798,16858,159,19,3085000,96,5,265,538,613,211141,4,2,1,9,FALSE,3,999,4022451.393,33000000,51500,2.14,0
9258,2457347,2457403,93,372816,1648,2138256,58,6,80000,96,5,128,7010,2433,155324,3,2,2,4,FALSE,3,999,789847.2222,2500000,65800,1.25,0
979,2457466,2457488,111,12941,1768,2608125,58,6,114950,96,5,128,6517,2589,212112,4,2,2,4,FALSE,3,999,296505.6024,2250000,26000,2.17,0
7532,2457578,2457633,104,-2,1798,522799,385,11,1000000,96,5,70,364,613,161500,3,2,1,9,FALSE,3,999,1215193.268,5000000,74000,1.88,0
11243,2457637,2457677,93,-2,1798,1246638,385,11,100000,96,5,251,700,613,102535,2,2,1,9,FALSE,3,999,2025418.589,35824300,51600,3.03,0
7511,2457616,2457627,93,-2,1798,2124651,159,19,5000000,96,5,259,3228,613,132812,3,2,1,9,FALSE,3,999,2882339.404,22500000,25000,3.16,0
4297,2457437,2457489,111,-2,1798,1881591,385,11,200000,96,5,241,2461,613,174326,3,2,1,9,FALSE,3,999,190671.4915,1500000,20500,1.71,0
4172,2457454,2457546,104,-2,1798,302,26,10,50000,96,5,241,2809,613,173117,3,2,1,9,FALSE,3,999,2070263.158,5000000,129000,2.11,1
12080,2457621,2457620,0,-2,1798,3095450,148,5,51500,96,5,70,8122,613,194625,4,2,1,9,FALSE,3,999,222153.8462,1000000,29500,1.58,0
8393,2457409,2457412,111,-2,1798,1518127,301,16,900000,96,5,128,1702,613,102111,2,2,1,9,FALSE,3,999,1555746.004,2500000,500000,1.47,0
3901,2457406,2457497,93,-2,1798,82130,159,19,1500000,96,5,128,5183,613,115116,2,2,1,9,FALSE,3,999,2020226.136,30000000,30000,3.16,0
14891,2457434,2457522,93,-2,1798,1329225,26,10,700000,96,5,241,767,613,114356,2,2,1,9,FALSE,3,999,2813236.621,14000000,500000,3.11,1
8040,2457366,2457363,103,-2,1798,1614403,26,10,1250000,96,5,185,2045,613,84513,2,2,1,9,FALSE,3,999,1372581.917,2500000,100000,2.34,0
12791,2457308,2457341,111,-2,1798,-3,156,12,1500000,96,5,51,19,614,91849,2,1,5,8,FALSE,3,999,2785405.263,25000000,100000,1.84,1
11314,2457405,2457451,103,-2,1798,2515620,26,10,200000,96,5,265,4031,613,233651,4,2,1,9,FALSE,3,999,247333.871,1800000,20000,1.81,0
12962,2457437,2457474,103,199026,1287,2699312,58,6,64895,96,5,128,6680,1898,114627,2,2,2,4,FALSE,3,999,235993.6094,1000000,50000,1.3,0
8401,2457303,2457396,0,-2,1798,2816598,159,19,175000,96,5,218,4433,613,192254,4,2,1,9,FALSE,3,999,435034.2676,2500000,100000,1.53,0
13962,2457411,2457502,1,79915,114,1041156,58,6,100000,96,5,128,7548,405,165326,3,2,2,4,FALSE,3,999,1086064.256,20000000,95491,1.39,0
7763,2457533,2457614,111,-2,1798,2228571,148,5,50000,96,5,128,3434,613,42728,1,2,1,9,FALSE,3,999,655020.9574,2750000,25000,2.04,0
2072,2457388,2457406,0,-2,1798,1551349,238,9,4800000,96,5,239,5416,613,222208,4,2,1,9,FALSE,3,999,1675588.606,25000000,70000,2.3,0
396,2457568,2457612,104,-2,1798,1887251,159,19,10000,96,5,128,2421,613,181715,4,2,1,9,FALSE,3,999,581154.163,4200000,1,4.99,0
6738,2457593,2457680,111,-2,1798,1873287,385,11,1000000,96,5,187,2439,613,130627,3,2,1,9,FALSE,3,999,1028473.077,2500000,200000,1,0
8625,2457324,2457364,103,-2,1798,1589,26,10,50000,96,5,62,1394,613,130129,3,2,1,9,FALSE,3,999,136600,970000,25000,2.97,0
13710,2457571,2457599,93,-2,1798,2440208,385,11,1250000,96,5,265,3939,613,193321,4,2,1,9,FALSE,3,999,1597288.927,9785500,21900,2.06,0
4931,2457370,2457451,111,-2,1798,1970357,26,10,1250000,96,5,128,2790,613,124529,3,2,1,9,FALSE,3,999,244865.125,2000000,10000,1.4,0
1987,2457413,2457462,93,-2,1798,2100724,385,11,1250000,96,5,75,3003,613,110515,2,2,1,9,FALSE,3,999,6690283.49,75000000,25000,2.45,0
6903,2457585,2457661,111,461461,460,2349473,58,6,662400,96,5,259,7017,854,81458,2,2,2,4,FALSE,3,999,1302939.744,25000000,16000,4.26,0
3916,2457501,2457520,104,-2,1798,1321,385,11,100000,96,5,128,1788,613,160021,3,2,1,9,FALSE,3,999,225404.9881,2000000,25900,1.88,0
13558,2457599,2457682,111,-2,1798,1261383,385,11,2500000,96,5,239,722,613,100954,2,2,1,9,FALSE,3,999,1382547.595,10000000,100000,1.61,0
14209,2457438,2457520,103,-2,1798,1382036,26,10,200000,96,5,128,1104,613,211716,4,2,1,9,FALSE,3,999,536792.4528,1000000,100000,1.33,0
13566,2457518,2457561,0,-2,1798,1246093,385,11,1000000,96,5,265,692,613,172935,3,2,1,9,FALSE,3,999,408362.3051,1000000,100000,1.8,0
4210,2457320,2457337,93,-2,1798,2426889,148,5,100000,96,5,241,3972,613,205710,4,2,1,9,FALSE,3,999,1163582.004,17500000,25000,3.64,0
10589,2457307,2457397,111,-2,1798,1898761,147,3,383465,96,5,128,2523,613,133509,3,2,1,9,FALSE,3,999,1089757.819,6000000,100000,2.33,0
14050,2457509,2457560,111,-2,1798,518,385,11,1000000,96,5,75,2581,613,122405,3,2,1,9,FALSE,3,999,2013530.488,10000000,100000,3.09,0
8168,2457510,2457509,103,-2,1798,2293966,147,3,250000,96,5,65,3431,613,154551,3,2,1,9,FALSE,3,999,562627.209,2000000,25000,1.77,0
813,2457421,2457507,93,-2,1798,1525081,159,19,100000,96,5,265,1665,613,172839,3,2,1,9,FALSE,3,999,2260161.655,9700000,115000,2,0
12408,2457591,2457664,103,-2,1798,2659434,26,10,400000,96,5,265,8511,613,72242,2,2,1,9,FALSE,3,999,966666.6667,2000000,100000,1.75,0
988,2457530,2457601,103,-2,1798,2650610,159,19,50000,96,5,70,8473,613,151727,3,2,1,9,FALSE,3,999,289281.0811,2000000,25000,1.87,0
4288,2457511,2457604,104,-2,1798,2582714,161,17,164372,96,5,128,4087,613,231040,4,2,1,9,FALSE,3,999,207323.5288,1000000,25000,1.08,0
14116,2457389,2457418,111,-2,1798,1430,26,10,1500000,96,5,128,1578,613,141558,3,2,1,9,FALSE,3,999,546432.8358,2500000,50000,2.5,0
9647,2457633,2457722,111,-2,1798,1888446,159,19,6000000,96,5,60,2341,613,131757,3,2,1,9,FALSE,3,999,1050000,8000000,50000,3.15,0
6757,2457537,2457540,103,-2,1798,2974244,159,19,300000,96,5,128,4457,613,144023,3,2,1,9,FALSE,3,999,639410.619,2500000,25000,1.72,0
13372,2457428,2457451,0,-2,1798,277655,385,11,500000,96,5,128,329,613,185913,4,2,1,9,FALSE,3,999,708253.3333,23000000,25000,1.69,0
5329,2457509,2457555,93,-2,1798,179448,159,19,450000,96,5,72,4015,613,65538,2,2,1,9,FALSE,3,999,856706.0676,7500000,8000,1.62,0
13827,2457360,2457450,111,-2,1798,1818268,148,5,26500,96,5,256,2267,613,104150,2,2,1,9,FALSE,3,999,629598.4252,5000000,20000,3.26,0
9143,2457324,2457364,103,-2,1798,1422466,26,10,50000,96,5,128,1212,613,152730,3,2,1,9,FALSE,3,999,570187.027,2500000,28000,1.5,0
11416,2457459,2457505,138,-2,1798,1990916,26,10,1000000,96,5,70,2728,613,193351,4,2,1,9,FALSE,3,999,444720.7588,2700000,10000,1.72,1
767,2457447,2457479,93,-2,1798,1478618,26,10,1250000,96,5,265,1391,613,120111,3,2,1,9,FALSE,3,999,959229.0472,15000000,80000,2.36,0
2716,2457593,2457623,103,-2,1798,-3,156,12,200000,96,5,128,7790,2597,174234,3,1,5,8,FALSE,3,999,907081.4433,3500000,25000,2.43,0
13753,2457459,2457528,111,-2,1798,1468759,26,10,1000000,96,5,96,1492,613,155311,3,2,1,9,FALSE,3,999,1089757.819,8000000,27700,2.57,0
2537,2457374,2457418,111,-2,1798,502438,26,10,2000000,96,5,273,4968,613,130033,3,2,1,9,FALSE,3,999,1219878.346,3500000,30400,4.47,0
12021,2457509,2457571,104,-2,1798,2121819,159,19,50000,96,5,251,3228,613,232135,4,2,1,9,FALSE,3,999,1051267.143,8500000,25000,2.14,0
14014,2457509,2457588,0,-2,1798,1298875,26,10,1000000,96,5,128,695,613,53150,1,2,1,9,FALSE,3,999,752648.2222,2000000,50000,3,0
10277,2457534,2457571,93,541091,1574,1920134,58,6,600000,96,5,60,5867,2312,192727,4,2,2,4,FALSE,3,999,616214.0526,2500000,26000,1.95,0
11139,2457329,2457353,93,-2,1798,1352947,26,10,2500000,96,5,128,921,613,135153,3,2,1,9,FALSE,3,999,2815171.078,21566585,47160,3.66,0
13370,2457444,2457534,0,-2,1798,226359,301,16,500000,96,5,165,4237,613,104217,2,2,1,9,FALSE,3,999,3159907.076,27500000,269700,1.79,0
7701,2457507,2457533,111,-2,1798,177384,26,10,300000,96,5,128,3980,613,162938,3,2,1,9,FALSE,3,999,1011297.802,10500000,8000,3.47,0
3880,2457326,2457369,4,-2,1798,212654,159,19,20002,96,5,128,4220,613,175830,3,2,1,9,FALSE,3,999,386898.2742,4586000,10000,1.41,0
5785,2457375,2457461,111,-2,1798,1194443,385,11,100000,96,5,128,574,613,103943,2,2,1,9,FALSE,3,999,400660.3333,3580000,21329,2.07,0
3039,2457541,2457575,111,-2,1798,1580,159,19,2000000,96,5,223,1394,613,122218,3,2,1,9,FALSE,3,999,1190748.276,5640000,17200,1.68,0
3325,2457662,2457732,103,242236,282,2309223,58,6,10552000,96,5,128,6161,633,111803,2,2,2,4,FALSE,3,999,1669006.073,18000000,74500,19.78,0
1352,2457312,2457397,103,-2,1798,517034,385,11,500000,96,5,218,4660,613,125856,3,2,1,9,FALSE,3,999,197344.1944,1000000,10000,3.72,0
7264,2457299,2457340,111,-2,1798,508187,159,19,2000000,96,5,211,4990,613,105243,2,2,1,9,FALSE,3,999,981191.6667,2500000,37300,2.86,0
14622,2457510,2457557,0,-2,1798,974529,161,17,3000000,96,5,75,4601,613,151613,3,2,1,9,FALSE,3,999,1952620.09,24537500,100000,2.23,0
8835,2457548,2457569,103,-2,1798,1464903,159,19,10000000,96,5,96,1432,613,152033,3,2,1,9,FALSE,3,999,1669006.073,6000000,47500,1.78,0
8188,2457509,2457509,0,634345,1170,3005119,58,6,339550,96,5,132,7070,67,205940,4,2,2,4,FALSE,3,999,374045.8333,2200000,34420,1.22,0
6651,2457633,2457675,111,-2,1798,16756,385,11,2500000,96,5,128,2719,613,161059,3,2,1,9,FALSE,3,999,1926119.403,10000000,100000,3.09,0
11370,2457511,2457595,103,-2,1798,2546736,385,11,2000000,96,5,128,8348,613,195120,4,2,1,9,FALSE,3,999,333409.5238,2500000,27800,1.64,0
3536,2457521,2457613,93,-2,1798,-3,156,12,3663926,157,14,175,5680,1775,205602,4,1,3,8,FALSE,3,999,959229.0472,12000000,26500,3.39,0
10753,2457499,2457552,93,-2,1798,90522,385,11,1000000,96,5,259,3822,613,134510,3,2,1,9,FALSE,3,999,1141773.688,13104000,30000,4.65,0
3648,2457357,2457389,93,-2,1798,2539580,26,10,1250000,96,5,128,8373,613,93802,2,2,1,9,FALSE,3,999,4065212.098,27880000,10000,3.17,0
6792,2457662,2457715,0,-2,1798,2142716,26,10,2500000,96,5,128,2970,613,163956,3,2,1,9,FALSE,3,999,6780372.708,13450000,2500000,19.78,1
6042,2457582,2457629,111,-2,1798,3048903,159,19,164000,96,5,128,8122,613,112021,2,2,1,9,FALSE,3,999,1237073.77,10000000,25000,3.61,0
9371,2457581,2457588,111,-2,1798,2914215,238,9,100000,96,5,70,7935,613,132337,3,2,1,9,FALSE,3,999,922712.7778,7000000,22000,1.68,0
13729,2457549,2457560,111,-2,1798,79785,26,10,200000,96,5,75,3734,613,100036,2,2,1,9,FALSE,3,999,421491.6957,8503541,25000,1.54,0
287,2457540,2457619,0,-2,1798,1224647,385,11,1000000,96,5,70,591,613,102721,2,2,1,9,FALSE,3,999,1869011.025,2500000,1000000,5,0
8916,2457463,2457510,111,-2,1798,1918124,385,11,1000000,96,5,75,2540,613,221722,4,2,1,9,FALSE,3,999,1367065.934,12258351,30000,3.4,0
6330,2457429,2457486,0,213745,1518,2461853,58,6,173000,96,5,70,6916,2242,113028,2,2,2,4,FALSE,3,999,715256.8684,21000000,24300,1.64,0
12502,2457512,2457583,111,-2,1798,1977155,385,11,1000000,96,5,128,2768,613,63123,2,2,1,9,FALSE,3,999,522467.0278,3500000,23000,2,0
9824,2457385,2457452,93,-2,1798,162790,159,19,1000000,96,5,278,4015,613,63613,2,2,1,9,FALSE,3,999,7092883.165,75000000,63000,2.13,0
1355,2457495,2457525,4,-2,1798,2275444,385,11,1000000,96,5,265,3231,613,85308,2,2,1,9,FALSE,3,999,1347976.121,2000000,1000000,2.28,0
2684,2457334,2457338,111,-2,1798,1370205,301,16,200000,96,5,128,1052,613,131846,3,2,1,9,FALSE,3,999,764604.6763,10000000,25000,1.89,0
4366,2457423,2457511,103,-2,1798,2309778,26,10,50000,96,5,152,3190,613,63644,2,2,1,9,FALSE,3,999,259612.8512,1200000,25000,1.64,0
933,2457461,2457467,104,73176,99,2383887,58,6,45000,96,5,265,6764,390,160835,3,2,2,4,FALSE,3,999,350000,1600000,15000,2.03,0
12246,2457660,2457694,111,-2,1798,1222429,159,19,100000,96,5,128,600,613,220817,4,2,1,9,FALSE,3,999,1003663.043,15000000,50000,2.11,0
3659,2457362,2457365,111,-2,1798,177,301,16,4000000,96,5,239,3222,613,175149,3,2,1,9,FALSE,3,999,2280930.364,12847600,9501,4.64,0
5767,2457358,2457415,0,-2,1798,1870819,26,10,400000,96,5,128,2404,613,133131,3,2,1,9,FALSE,3,999,555822.8211,1250000,100000,1.43,0
4920,2457654,2457717,103,-2,1798,1012,385,11,300000,96,5,70,2107,613,90058,2,2,1,9,FALSE,3,999,863177.0444,5000000,26500,1.59,0
13164,2457612,2457660,111,461689,151,3029743,237,4,31800,96,5,128,7487,444,220925,4,2,2,4,FALSE,3,999,168696.3158,428500,5900,1.39,0
13038,2457542,2457629,104,-2,1798,2501653,26,10,1000000,96,5,265,8267,613,152439,3,2,1,9,FALSE,3,999,575119.0476,2685000,26500,1.53,0
4487,2457378,2457396,111,-2,1798,2129394,26,10,200000,96,5,128,3098,613,51821,1,2,1,9,FALSE,3,999,448567.5317,1060000,20500,1.31,1
8307,2457380,2457435,0,-2,1798,1585654,26,10,1250000,96,5,119,1924,613,110303,2,2,1,9,FALSE,3,999,1198437.5,25000000,50000,1.42,0
5533,2457576,2457654,0,-2,1798,1760255,385,11,1000000,96,5,128,2144,613,190633,4,2,1,9,FALSE,3,999,1509375,7500000,100000,2.29,0
9815,2457556,2457581,111,-2,1798,1383359,385,11,1000000,96,5,128,1109,613,152746,3,2,1,9,FALSE,3,999,466164.234,3000000,47300,1.71,0
13055,2457606,2457671,111,-2,1798,870,26,10,1000000,96,5,221,2223,613,181701,4,2,1,9,FALSE,3,999,1091360,10000000,43840,2.21,0
3929,2457417,2457432,0,208910,203,1628999,58,6,535000,96,5,128,5957,486,94147,2,2,2,4,FALSE,3,999,784876.1232,5000000,50000,1.44,0
10083,2457584,2457614,111,-2,1798,1868649,26,10,200000,96,5,128,2397,613,12146,1,2,1,9,FALSE,3,999,809398.2264,2500000,35200,3.16,0
1250,2457401,2457399,103,-2,1798,2148936,385,11,2500000,96,5,62,3232,613,112630,2,2,1,9,FALSE,3,999,1510000,7710000,10000,3.42,0
10004,2457515,2457551,93,-2,1798,1882819,26,10,50000,96,5,128,2416,613,111748,2,2,1,9,FALSE,3,999,858405.9278,2500000,50000,2.22,0
4018,2457593,2457678,0,-2,1798,2873441,301,16,750000,96,5,70,4404,613,191238,4,2,1,9,FALSE,3,999,1218612,10000000,150810,1.76,0
2342,2457524,2457549,111,483161,552,2109658,58,6,100000,96,5,134,7646,963,105322,2,2,2,4,FALSE,3,999,296505.6024,2500000,22100,1.14,0
11172,2457607,2457684,104,159210,899,2931931,58,6,27050,96,5,204,7368,1337,191429,4,2,2,4,FALSE,3,999,300798.3333,1650000,25000,1.44,0
10699,2457659,2457737,103,124126,689,2203335,58,6,277000,96,5,185,6203,1123,142812,3,2,2,4,FALSE,3,999,292238.0952,1000000,50000,1.18,0
3952,2457431,2457481,93,-2,1798,2520299,238,9,4400000,96,5,128,8323,613,110353,2,2,1,9,FALSE,3,999,1171452.701,7500000,25000,4.34,0
3894,2457530,2457566,111,-2,1798,1818271,385,11,1250000,96,5,60,2225,613,162716,3,2,1,9,FALSE,3,999,1050000,2500000,37000,2,0
9765,2457575,2457609,103,-2,1798,2805857,26,10,1250000,96,5,128,4301,613,174753,3,2,1,9,FALSE,3,999,976715.0286,1250000,213800,5,0
6276,2457318,2457351,0,49923,478,2236192,58,6,121998,96,5,265,6335,883,161618,3,2,2,4,FALSE,3,999,1106368.602,8750000,25000,2.87,0
6678,2457607,2457703,111,-2,1798,1590933,385,11,1250000,96,5,241,1835,613,162158,3,2,1,9,FALSE,3,999,287720.3488,2300000,21600,1.2,1
437,2457579,2457592,93,-2,1798,2687662,26,10,50000,96,5,128,4173,613,104856,2,2,1,9,FALSE,3,999,338974.1935,1400000,64524,1.52,0
1696,2457349,2457359,103,-2,1798,2254860,385,11,500000,96,5,128,3195,613,145437,3,2,1,9,FALSE,3,999,797473.227,1750000,250000,1.46,1
8868,2457623,2457637,0,128022,1254,2688775,58,6,45000,96,5,70,6649,1864,113028,2,2,2,4,FALSE,3,999,645719.5423,8000000,23000,2.9,0
7014,2457467,2457499,93,-2,1798,-3,156,12,1000000,96,5,8,4,9,171338,3,1,5,8,FALSE,3,999,2116285.714,12000000,200000,2.69,1
13767,2457530,2457609,111,-2,1798,3181082,26,10,2000000,96,5,128,4547,613,173421,3,2,1,9,FALSE,3,999,3392190.288,19900000,76000,4,0
11799,2457529,2457534,111,-2,1798,1593806,385,11,1000000,96,5,265,1793,613,152134,3,2,1,9,FALSE,3,999,2379787.081,10000000,100000,2.08,0
12699,2457655,2457712,111,-2,1798,3363377,159,19,5000000,96,5,265,4605,613,163323,3,2,1,9,FALSE,3,999,1341592.168,7500000,100000,1.24,0
14786,2457529,2457572,111,123189,1670,2734067,58,6,2499000,96,5,128,7046,2464,102907,2,2,2,4,FALSE,3,999,2917987.388,7328969,500000,2.5,0
7848,2457509,2457514,103,-2,1798,2626774,159,19,150000,96,5,251,4207,613,133714,3,2,1,9,FALSE,3,999,627190,20000000,26500,2.73,0
4597,2457504,2457551,104,-2,1798,3126091,238,9,1000000,96,5,75,7933,613,170539,3,2,1,9,FALSE,3,999,2120522.386,15000000,147000,1.8,0
14460,2457647,2457725,111,-2,1798,1818260,147,3,2000000,96,5,128,2267,613,140149,3,2,1,9,FALSE,3,999,1103847.967,2500000,25000,1.98,0
505,2457587,2457630,93,279648,1253,2653395,58,6,5823000,96,5,96,6478,1854,131708,3,2,2,4,FALSE,3,999,4450000,50000000,100000,1.55,0
10723,2457445,2457515,0,-2,1798,1613153,385,11,500000,96,5,265,1791,613,201527,4,2,1,9,FALSE,3,999,659967.2222,2000000,79885,1.32,0
10365,2457510,2457581,93,-2,1798,1304764,238,9,2500000,96,5,70,5351,613,171821,3,2,1,9,FALSE,3,999,459148.0984,1500000,60000,1.67,1
9087,2457438,2457454,111,104414,439,2027516,58,6,230000,96,5,128,7669,837,161618,3,2,2,4,FALSE,3,999,336465.9756,2250000,30000,2.23,0
3246,2457362,2457443,111,-2,1798,2397232,385,11,100000,96,5,136,3542,613,144651,3,2,1,9,FALSE,3,999,266816.4835,1000000,26500,1.23,0
9003,2457510,2457574,111,-2,1798,1298875,26,10,1000000,96,5,128,694,613,142628,3,2,1,9,FALSE,3,999,569230.7692,2000000,50000,1.41,0
1891,2457658,2457700,111,-2,1798,3048888,238,9,400000,96,5,128,7855,613,152410,3,2,1,9,FALSE,3,999,599359.101,2500000,20000,2.3,0
6294,2457568,2457617,93,-2,1798,2309371,26,10,1250000,96,5,128,3248,613,122445,3,2,1,9,FALSE,3,999,984791.2186,46500000,19000,3.4,0
2593,2457659,2457665,0,-2,1798,1842846,385,11,300000,96,5,128,2125,613,144503,3,2,1,9,FALSE,3,999,345815.875,2560000,23500,1.44,0
9180,2457433,2457511,103,-2,1798,1154046,159,19,2445100,96,5,70,501,613,142140,3,2,1,9,FALSE,3,999,1265680.38,2500000,109270,1.76,0
5149,2457632,2457681,0,-2,1798,222349,385,11,1000000,96,5,70,4323,613,190553,4,2,1,9,FALSE,3,999,691304.3478,15120000,39300,1.81,0
4075,2457364,2457443,104,-2,1798,2432621,385,11,1000000,96,5,128,3836,613,110503,2,2,1,9,FALSE,3,999,1196086.239,3300000,100000,1.95,0
5791,2457321,2457411,93,-2,1798,1614402,159,19,300000,96,5,169,1907,613,162019,3,2,1,9,FALSE,3,999,258485.9865,1769989,25000,1.94,0
9283,2457610,2457704,103,137469,1769,3338694,58,6,307100,96,5,265,6020,2590,223400,4,2,2,4,FALSE,3,999,1020581.881,8400000,20000,2.26,0
5989,2457420,2457504,0,597080,1264,2506121,58,6,200000,96,5,140,6924,1869,165449,3,2,2,4,FALSE,3,999,201894.8571,1150000,24500,1.67,0
5204,2457621,2457711,104,-2,1798,1364045,26,10,500000,96,5,102,1082,613,182809,4,2,1,9,FALSE,3,999,839908.4912,2000000,40000,1.83,0
13440,2457534,2457589,104,-2,1798,1093185,161,17,110000,96,5,128,4603,613,82848,2,2,1,9,FALSE,3,999,175794.9153,600000,50000,1.25,0
3496,2457564,2457656,103,-2,1798,-3,156,12,500000,96,5,8,120,192,110520,2,1,5,8,FALSE,3,999,895243.127,3500000,49000,1.98,0
5299,2457373,2457464,0,-2,1798,-3,156,12,400000,96,5,60,1177,1595,180829,4,1,5,8,FALSE,3,999,1028470.333,14905000,25700,2.6,1
5265,2457410,2457485,4,-2,1798,91,385,11,3460210,96,5,186,5582,613,120649,3,2,1,9,FALSE,3,999,1901404.958,20000000,100000,4.26,0
11984,2457482,2457502,0,-2,1798,1937779,148,5,100000,96,5,265,2616,613,101216,2,2,1,9,FALSE,3,999,738402.7778,3931000,25000,2.02,0
12727,2457476,2457506,0,-2,1798,84019,159,19,4000000,96,5,128,3317,613,62025,2,2,1,9,FALSE,3,999,1965300.17,11110000,300000,1.29,1
14312,2457347,2457405,103,-2,1798,2351274,385,11,1000000,96,5,75,3523,613,124322,3,2,1,9,FALSE,3,999,1311742.105,15000000,300000,3.23,0
1083,2457512,2457539,111,-2,1798,2422984,301,16,1375000,96,5,128,3857,613,175106,3,2,1,9,FALSE,3,999,855687.2093,3300000,31500,2.35,0
2924,2457304,2457355,103,-2,1798,2435829,26,10,300000,96,5,265,4006,613,121823,3,2,1,9,FALSE,3,999,394453.3333,1550000,36928,1.59,0
8239,2457377,2457446,111,-2,1798,-4,156,7,49000,96,5,8,29,614,61138,2,1,4,3,FALSE,3,999,970216.1282,5000000,50000,1.94,0
7144,2457496,2457584,4,-2,1798,1581539,26,10,1250000,96,5,128,1923,613,95849,2,2,1,9,FALSE,3,999,885580.321,2000000,50000,1.5,1
14002,2457324,2457419,103,-2,1798,118233,301,16,4500000,96,5,60,5182,613,202625,4,2,1,9,FALSE,3,999,2558485.956,20000000,237000,2.32,0
12419,2457380,2457436,104,-2,1798,2830151,238,9,350000,96,5,265,7853,613,101752,2,2,1,9,FALSE,3,999,1576504.367,15000000,50000,2.13,0
3835,2457444,2457535,93,-2,1798,2100729,238,9,2900000,96,5,265,5549,613,205428,4,2,1,9,FALSE,3,999,937866.3617,3900000,50000,2.22,0
10677,2457473,2457511,111,-2,1798,81486,385,11,500000,96,5,128,3772,613,90804,2,2,1,9,FALSE,3,999,122595.0822,410000,50000,2.28,1
3093,2457322,2457352,111,-2,1798,2784619,238,9,1100000,96,5,128,5631,613,94829,2,2,1,9,FALSE,3,999,1985373.228,20000000,50000,2.12,0
1039,2457561,2457607,93,-2,1798,-3,156,12,100000,96,5,128,1360,1637,124122,3,1,5,8,FALSE,3,999,NA,NA,NA,NA,1
9990,2457649,2457656,111,302896,1227,1868008,58,6,74712,96,5,273,5865,1827,184827,4,2,2,4,FALSE,3,999,426022.2031,2000000,32064,1.44,0
8310,2457385,2457473,103,-2,1798,329180,147,3,500000,96,5,128,4844,613,125615,3,2,1,9,FALSE,3,999,350662.9556,2800000,10000,1.53,0
1459,2457660,2457699,111,-2,1798,2100299,385,11,600000,96,5,241,2800,613,133903,3,2,1,9,FALSE,3,999,634789.1429,2500000,21000,1.63,0
11586,2457550,2457592,93,-2,1798,2713939,385,11,2500000,96,5,293,8490,613,84640,2,2,1,9,FALSE,3,999,770551.8421,2500000,168000,1.43,0
1522,2457313,2457391,93,-2,1798,2421258,26,10,50000,96,5,203,3620,613,214350,4,2,1,9,FALSE,3,999,1005666.711,28000000,40000,10.59,0
6373,2457661,2457754,93,702705,273,3359848,58,6,270000,96,5,150,6231,611,211432,4,2,2,4,FALSE,3,999,10330052.63,98000000,50000,3.32,0
3287,2457353,2457443,111,-2,1798,368950,385,11,1250000,96,5,60,4842,613,145946,3,2,1,9,FALSE,3,999,1767623.971,6646442,100000,1.68,0
